transaction_id,amount,failure_reason,attempt_number,risk_score,risk_level,root_cause,cause_category,root_cause_confidence,recovery_probability,recovery_direction,decision,decision_confidence,decision_reason
TXN_004259,1767.46,network_error,1,0.6681,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8328,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004260,473.63,network_error,1,0.5557,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.705,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004263,1716.05,insufficient_funds,1,0.4392,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2352,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004266,447.61,bank_declined,3,0.5336,MEDIUM,Bank declined the payment,BANK_DECLINE,0.94,0.1921,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_004273,3556.06,bank_declined,1,0.5305,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3722,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004274,1113.62,bank_declined,1,0.5748,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5279,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004275,9356.23,bank_timeout,1,0.6386,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7911,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004282,2410.58,network_error,2,0.4624,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.4394,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004283,2057.25,insufficient_funds,1,0.4826,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2068,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004287,3263.0,bank_timeout,2,0.5554,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.5789,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004299,2381.23,bank_declined,1,0.6715,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6195,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004301,6319.41,bank_timeout,1,0.6976,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8482,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004305,1263.59,network_error,1,0.4771,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7498,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004306,4695.62,bank_declined,2,0.5492,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2808,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004307,2795.59,network_error,2,0.5371,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5052,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004309,1333.55,authentication_failure,1,0.6271,HIGH,Payment authentication failed,AUTHENTICATION,0.88,0.5635,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_004310,7766.35,network_error,2,0.4107,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.4828,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004312,1051.49,insufficient_funds,2,0.5628,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1947,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004317,1237.34,bank_timeout,2,0.5319,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.5799,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004323,2946.47,network_error,1,0.6944,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8569,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004324,1279.06,network_error,1,0.6656,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8071,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004326,1028.65,insufficient_funds,1,0.557,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.3143,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004328,853.74,bank_timeout,1,0.578,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7398,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004334,4796.13,authentication_failure,1,0.5204,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3992,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004335,3617.7,network_error,1,0.6187,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.782,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004339,5283.06,expired_card,2,0.4602,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.0873,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004345,565.25,network_error,1,0.5616,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7533,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004348,2455.74,network_error,1,0.6628,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8188,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004350,545.44,expired_card,1,0.5889,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.3439,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004353,5901.58,insufficient_funds,2,0.5561,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1682,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004357,1869.14,bank_declined,1,0.6449,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6658,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004362,2734.31,bank_timeout,2,0.4531,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4521,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004366,1070.89,bank_timeout,2,0.4909,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4997,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004368,2361.36,network_error,1,0.551,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.6778,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004375,136.88,bank_declined,1,0.6109,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5806,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004382,5023.17,bank_declined,2,0.433,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.176,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004387,1513.84,insufficient_funds,1,0.6255,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.4203,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004388,2147.15,bank_declined,1,0.6471,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5925,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004389,7820.32,bank_timeout,3,0.3818,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.95,0.193,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_004391,3483.93,bank_timeout,2,0.4729,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.4389,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004393,1001.61,network_error,2,0.5131,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5636,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004394,5408.06,authentication_failure,1,0.562,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.4612,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004401,840.07,network_error,2,0.5363,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5216,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004405,1378.5,network_error,1,0.539,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.6994,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004406,1920.59,network_error,1,0.6942,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.833,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004407,2126.79,bank_declined,2,0.4826,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2266,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004411,776.59,bank_timeout,2,0.5145,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.5871,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004413,3288.28,authentication_failure,1,0.5327,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.5139,customer_action,send_reminder,0.86,Customer action is required before another payment attempt.
TXN_004418,2681.59,insufficient_funds,1,0.5661,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.3212,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004421,2887.1,bank_timeout,2,0.6288,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7104,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004427,1276.77,authentication_failure,2,0.4816,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.2491,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004429,4375.85,insufficient_funds,1,0.4905,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2073,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004431,3144.98,bank_declined,1,0.6039,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.5297,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004432,1366.64,bank_timeout,1,0.5386,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7062,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004437,863.95,bank_timeout,2,0.4881,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.5172,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004438,4318.28,bank_timeout,1,0.6007,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7818,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004443,614.46,bank_timeout,1,0.4961,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7123,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004444,6205.69,insufficient_funds,2,0.5027,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1252,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004449,3952.01,authentication_failure,1,0.4995,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.403,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004450,1080.2,bank_timeout,1,0.593,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8059,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004452,1792.04,bank_declined,1,0.6716,HIGH,Bank declined the payment,BANK_DECLINE,0.91,0.6842,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004456,2559.98,authentication_failure,1,0.5623,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.4307,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004465,6341.49,bank_declined,2,0.5852,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2998,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004469,1252.78,bank_timeout,1,0.6474,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.799,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004472,2146.41,bank_timeout,1,0.5134,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6626,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004475,9058.01,insufficient_funds,3,0.4377,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.97,0.043,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_004476,3872.51,bank_declined,2,0.4216,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.1402,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004478,1774.68,network_error,2,0.4661,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.3886,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004481,1191.43,bank_timeout,1,0.6423,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8354,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004482,2943.66,bank_timeout,1,0.6085,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7728,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004486,5271.14,bank_declined,1,0.5857,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4801,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004488,2045.21,insufficient_funds,1,0.4581,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2595,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004491,4427.85,bank_declined,1,0.5134,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5349,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004497,1957.14,authentication_failure,1,0.4499,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3963,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004498,2320.84,network_error,3,0.4493,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.93,0.3009,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_004499,4131.99,insufficient_funds,1,0.4568,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1875,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004502,1196.03,network_error,1,0.5783,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8303,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004505,12111.88,insufficient_funds,1,0.6559,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.3756,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004506,3255.76,bank_declined,3,0.4029,MEDIUM,Bank declined the payment,BANK_DECLINE,0.94,0.0616,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_004509,930.0,bank_timeout,1,0.5116,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7261,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004512,12624.0,network_error,2,0.5022,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.4166,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004515,1690.7,bank_declined,2,0.5882,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3644,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004522,24153.14,authentication_failure,1,0.5615,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.386,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004523,23373.92,bank_declined,1,0.5815,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.4795,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004526,1532.03,network_error,1,0.5444,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7966,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004527,848.9,network_error,1,0.6441,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8316,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004532,6226.25,network_error,1,0.7058,CRITICAL,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8084,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004535,2788.64,insufficient_funds,3,0.3302,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.97,0.0298,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_004540,7075.16,bank_timeout,1,0.7135,CRITICAL,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8584,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004542,1654.84,expired_card,1,0.6402,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.4144,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004547,2305.62,network_error,1,0.6855,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8189,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004550,4566.62,network_error,1,0.6095,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7827,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004551,3834.64,bank_declined,2,0.5048,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2284,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004558,3548.05,network_error,1,0.6655,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8542,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004559,6228.44,insufficient_funds,1,0.5547,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.2609,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004561,1892.16,network_error,1,0.669,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8519,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004563,2734.17,bank_timeout,1,0.5931,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7504,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004569,2096.96,authentication_failure,1,0.4982,MEDIUM,Payment authentication failed,AUTHENTICATION,0.88,0.3513,customer_action,stop,0.84,Low recovery probability and customer action is required.
TXN_004570,413.7,bank_timeout,1,0.5059,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6933,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004574,3073.04,bank_declined,1,0.5411,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.482,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004578,5983.58,bank_timeout,1,0.5358,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7181,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004580,2457.96,bank_declined,1,0.4941,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3948,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004586,2361.38,network_error,1,0.6481,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.7762,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004596,1800.77,insufficient_funds,1,0.6392,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.4637,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004602,2601.73,bank_declined,1,0.52,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.5613,alternate_payment,alternate_payment,0.92,Root cause indicates that retrying the current payment instrument is unlikely to address the underlying issue.
TXN_004603,1107.33,network_error,1,0.6538,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.855,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004611,1245.61,network_error,3,0.3907,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.93,0.2203,escalate,stop,0.96,Maximum automated retry threshold has been reached.
TXN_004612,1841.49,insufficient_funds,2,0.4175,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004614,6421.36,network_error,1,0.6582,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8321,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004617,1385.82,bank_declined,2,0.4147,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.1327,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004620,9157.52,bank_timeout,1,0.6339,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8455,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004621,2376.97,expired_card,2,0.4417,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.0943,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004624,6783.75,network_error,1,0.6917,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.8392,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004625,2647.52,bank_timeout,2,0.4432,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.3485,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004627,5567.69,bank_timeout,1,0.7224,CRITICAL,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8644,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004629,2228.65,network_error,2,0.44,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.4569,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004632,1357.85,insufficient_funds,2,0.4432,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1088,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004634,5336.25,bank_timeout,1,0.6764,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8358,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004637,1140.76,bank_timeout,1,0.7017,CRITICAL,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.8657,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004639,978.92,network_error,2,0.5552,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5417,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004640,665.08,insufficient_funds,2,0.4697,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,0.94,0.1465,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004641,1751.22,network_error,2,0.4356,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.3232,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
TXN_004648,2282.38,network_error,2,0.5398,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5193,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004650,2107.81,bank_timeout,2,0.6334,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7096,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004654,1475.31,bank_timeout,1,0.5908,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.7769,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004657,1028.31,bank_declined,1,0.4702,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.3366,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004658,1738.97,bank_declined,2,0.4258,MEDIUM,Bank declined the payment,BANK_DECLINE,0.91,0.2129,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004659,1587.03,network_error,1,0.38,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,0.9,0.5198,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004664,2655.06,expired_card,2,0.4058,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,0.98,0.1039,alternate_payment,stop,0.88,Low recovery probability combined with a payment-instrument issue.
TXN_004665,733.31,bank_timeout,1,0.5704,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.831,retry,retry_now,0.9,High recovery probability and a temporary failure indicate an immediate retry is appropriate.
TXN_004666,1205.75,bank_declined,3,0.4058,MEDIUM,Bank declined the payment,BANK_DECLINE,0.94,0.0958,alternate_payment,alternate_payment,0.95,Maximum retry threshold reached; another payment method is preferred.
TXN_004667,6195.2,bank_timeout,1,0.5412,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6978,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004670,5208.3,bank_timeout,2,0.5058,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.6227,retry,retry_later,0.82,"Recovery remains plausible, but delaying the retry reduces unnecessary immediate retries."
TXN_004671,1488.18,bank_timeout,2,0.459,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,0.92,0.452,retry,send_reminder,0.76,Recovery probability is moderate-low; customer engagement is preferred over another immediate retry.
